TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TIME_BUCKET,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,TOTAL_REVENUE
2023-03-02,Thu,Weekday,Mar,morning,8,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,3.00
2023-03-02,Thu,Weekday,Mar,morning,9,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3.00
2023-03-02,Thu,Weekday,Mar,afternoon,14,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,2,11.25
2023-03-02,Thu,Weekday,Mar,afternoon,14,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3.00
2023-03-02,Thu,Weekday,Mar,afternoon,16,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,3.00
2023-03-02,Thu,Weekday,Mar,evening,18,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-03-03,Fri,Weekday,Mar,afternoon,12,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.20
2023-03-03,Fri,Weekday,Mar,afternoon,13,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-03-03,Fri,Weekday,Mar,afternoon,16,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,5.00
2023-03-03,Fri,Weekday,Mar,evening,18,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,2,8.80
2023-03-04,Sat,Weekend,Mar,morning,10,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-03-04,Sat,Weekend,Mar,morning,10,Lower Manhattan,Coffee,Latte,Barista Espresso,1,7.50
2023-03-04,Sat,Weekend,Mar,morning,11,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,2,6.60
2023-03-04,Sat,Weekend,Mar,afternoon,14,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3.00
2023-03-04,Sat,Weekend,Mar,afternoon,14,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3.00
2023-03-04,Sat,Weekend,Mar,afternoon,15,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7.00
2023-03-04,Sat,Weekend,Mar,afternoon,15,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6.00
2023-03-04,Sat,Weekend,Mar,afternoon,15,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6.00
2023-03-04,Sat,Weekend,Mar,afternoon,16,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5.00
2023-03-04,Sat,Weekend,Mar,evening,18,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,5.00
2023-03-05,Sun,Weekend,Mar,morning,8,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,3.50
2023-03-05,Sun,Weekend,Mar,morning,9,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,2,11.25
2023-03-05,Sun,Weekend,Mar,morning,10,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-03-05,Sun,Weekend,Mar,morning,11,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,3.75
2023-03-05,Sun,Weekend,Mar,morning,11,Astoria,Bakery,Ginger Scone,Scone,1,3.25
2023-03-05,Sun,Weekend,Mar,afternoon,15,Astoria,Coffee,Latte,Barista Espresso,1,7.50
2023-03-05,Sun,Weekend,Mar,afternoon,16,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-03-05,Sun,Weekend,Mar,afternoon,16,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,2.50
2023-03-05,Sun,Weekend,Mar,evening,18,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-03-05,Sun,Weekend,Mar,evening,18,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-03-05,Sun,Weekend,Mar,evening,18,Astoria,Bakery,Oatmeal Scone,Scone,2,6.00
2023-03-06,Mon,Weekday,Mar,morning,9,Lower Manhattan,Coffee,Espresso shot,Barista Espresso,1,3.00
2023-03-06,Mon,Weekday,Mar,afternoon,12,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-03-06,Mon,Weekday,Mar,afternoon,12,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-03-06,Mon,Weekday,Mar,afternoon,12,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-03-06,Mon,Weekday,Mar,afternoon,13,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,7.00
2023-03-06,Mon,Weekday,Mar,afternoon,15,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-03-06,Mon,Weekday,Mar,afternoon,15,Astoria,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
2023-03-06,Mon,Weekday,Mar,afternoon,15,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9.00
2023-03-06,Mon,Weekday,Mar,afternoon,16,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.50
2023-03-06,Mon,Weekday,Mar,evening,17,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,5.00
2023-03-06,Mon,Weekday,Mar,evening,18,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,3.00
2023-03-06,Mon,Weekday,Mar,evening,18,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,2.50
2023-03-06,Mon,Weekday,Mar,evening,19,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-03-07,Tue,Weekday,Mar,morning,6,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.50
2023-03-07,Tue,Weekday,Mar,morning,8,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
2023-03-07,Tue,Weekday,Mar,morning,10,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,6.00
2023-03-07,Tue,Weekday,Mar,morning,10,Lower Manhattan,Bakery,Almond Croissant,Pastry,1,3.75
2023-03-07,Tue,Weekday,Mar,afternoon,14,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-03-07,Tue,Weekday,Mar,afternoon,15,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea,1,5.00
2023-03-07,Tue,Weekday,Mar,evening,18,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6.00
2023-03-08,Wed,Weekday,Mar,morning,9,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup,1,0.80
2023-03-08,Wed,Weekday,Mar,morning,9,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2.00
2023-03-08,Wed,Weekday,Mar,morning,10,Astoria,Coffee,Latte,Barista Espresso,1,7.50
2023-03-08,Wed,Weekday,Mar,morning,11,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
2023-03-08,Wed,Weekday,Mar,afternoon,13,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,6.00
2023-03-08,Wed,Weekday,Mar,afternoon,14,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.10
2023-03-08,Wed,Weekday,Mar,evening,17,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5.00
2023-03-08,Wed,Weekday,Mar,evening,19,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3.00
2023-03-09,Thu,Weekday,Mar,morning,7,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,2,12.00
2023-03-09,Thu,Weekday,Mar,morning,8,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-03-09,Thu,Weekday,Mar,morning,9,Astoria,Loose Tea,Peppermint,Herbal tea,1,8.95
2023-03-09,Thu,Weekday,Mar,morning,10,Hell's Kitchen,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,0.80
2023-03-09,Thu,Weekday,Mar,morning,10,Astoria,Bakery,Croissant,Pastry,1,3.50
2023-03-09,Thu,Weekday,Mar,afternoon,14,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4.00
2023-03-09,Thu,Weekday,Mar,evening,18,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,4.06
2023-03-09,Thu,Weekday,Mar,evening,19,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-03-10,Fri,Weekday,Mar,morning,7,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-03-10,Fri,Weekday,Mar,morning,8,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,2,6.00
2023-03-10,Fri,Weekday,Mar,morning,8,Lower Manhattan,Flavours,Chocolate syrup,Regular syrup,1,0.80
2023-03-10,Fri,Weekday,Mar,morning,9,Lower Manhattan,Loose Tea,Earl Grey,Black tea,1,8.95
2023-03-10,Fri,Weekday,Mar,morning,10,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,2,6.60
2023-03-10,Fri,Weekday,Mar,morning,10,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-03-10,Fri,Weekday,Mar,afternoon,13,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.20
2023-03-10,Fri,Weekday,Mar,evening,18,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2.00
2023-03-11,Sat,Weekend,Mar,morning,11,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,3.75
2023-03-11,Sat,Weekend,Mar,afternoon,13,Hell's Kitchen,Loose Tea,Traditional Blend Chai,Chai tea,1,8.95
2023-03-11,Sat,Weekend,Mar,afternoon,16,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.50
2023-03-11,Sat,Weekend,Mar,afternoon,16,Astoria,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,0.80
2023-03-11,Sat,Weekend,Mar,evening,17,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,7.50
2023-03-11,Sat,Weekend,Mar,evening,18,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4.00
2023-03-12,Sun,Weekend,Mar,morning,7,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2.00
2023-03-12,Sun,Weekend,Mar,morning,9,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,3.75
2023-03-12,Sun,Weekend,Mar,morning,10,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-03-12,Sun,Weekend,Mar,morning,11,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-03-12,Sun,Weekend,Mar,morning,11,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup,1,1.60
2023-03-12,Sun,Weekend,Mar,afternoon,13,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,4.00
2023-03-12,Sun,Weekend,Mar,evening,18,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,3.00
2023-03-13,Mon,Weekday,Mar,morning,7,Astoria,Coffee,Espresso shot,Barista Espresso,1,3.00
2023-03-13,Mon,Weekday,Mar,morning,10,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,7.50
2023-03-13,Mon,Weekday,Mar,afternoon,12,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.50
2023-03-13,Mon,Weekday,Mar,afternoon,14,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,9.00
2023-03-13,Mon,Weekday,Mar,afternoon,16,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5.00
2023-03-13,Mon,Weekday,Mar,evening,17,Astoria,Coffee,Cappuccino,Barista Espresso,1,7.50
2023-03-14,Tue,Weekday,Mar,morning,7,Lower Manhattan,Coffee,Latte Rg,Barista Espresso,2,12.75
2023-03-14,Tue,Weekday,Mar,morning,8,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,1,6.00
2023-03-14,Tue,Weekday,Mar,morning,8,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee,1,3.50
2023-03-14,Tue,Weekday,Mar,morning,10,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,2,10.00
2023-03-14,Tue,Weekday,Mar,afternoon,12,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,7.00
2023-03-14,Tue,Weekday,Mar,evening,18,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
2023-03-15,Wed,Weekday,Mar,morning,9,Astoria,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-03-15,Wed,Weekday,Mar,morning,11,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-03-15,Wed,Weekday,Mar,afternoon,12,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,1,6.00
2023-03-15,Wed,Weekday,Mar,afternoon,13,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,4.00
2023-03-15,Wed,Weekday,Mar,evening,17,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,4.40
2023-03-15,Wed,Weekday,Mar,evening,19,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.10
2023-03-15,Wed,Weekday,Mar,evening,19,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-03-16,Thu,Weekday,Mar,morning,6,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,6.00
2023-03-16,Thu,Weekday,Mar,morning,7,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.50
2023-03-16,Thu,Weekday,Mar,morning,8,Lower Manhattan,Bakery,Croissant,Pastry,1,3.50
2023-03-16,Thu,Weekday,Mar,morning,9,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,6.00
2023-03-16,Thu,Weekday,Mar,morning,9,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.50
2023-03-16,Thu,Weekday,Mar,morning,9,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-03-16,Thu,Weekday,Mar,afternoon,12,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
2023-03-16,Thu,Weekday,Mar,afternoon,14,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-03-16,Thu,Weekday,Mar,evening,18,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,7.00
2023-03-17,Fri,Weekday,Mar,morning,6,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3.00
2023-03-17,Fri,Weekday,Mar,morning,7,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3.00
2023-03-17,Fri,Weekday,Mar,morning,9,Hell's Kitchen,Bakery,Almond Croissant,Pastry,1,3.75
2023-03-17,Fri,Weekday,Mar,morning,10,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3.00
2023-03-17,Fri,Weekday,Mar,afternoon,13,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,4.40
2023-03-17,Fri,Weekday,Mar,afternoon,16,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-03-17,Fri,Weekday,Mar,evening,17,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,2.20
2023-03-18,Sat,Weekend,Mar,morning,8,Lower Manhattan,Flavours,Chocolate syrup,Regular syrup,1,1.60
2023-03-18,Sat,Weekend,Mar,morning,8,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,1,6.00
2023-03-18,Sat,Weekend,Mar,morning,9,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.50
2023-03-18,Sat,Weekend,Mar,morning,10,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
2023-03-18,Sat,Weekend,Mar,morning,10,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,5.00
2023-03-18,Sat,Weekend,Mar,morning,11,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2.00
2023-03-18,Sat,Weekend,Mar,afternoon,13,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4.00
2023-03-18,Sat,Weekend,Mar,afternoon,15,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,1,7.50
2023-03-18,Sat,Weekend,Mar,afternoon,16,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea,1,5.00
2023-03-18,Sat,Weekend,Mar,afternoon,16,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-03-19,Sun,Weekend,Mar,morning,7,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-03-19,Sun,Weekend,Mar,morning,8,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6.00
2023-03-19,Sun,Weekend,Mar,morning,9,Astoria,Coffee,Latte Rg,Barista Espresso,1,8.50
2023-03-19,Sun,Weekend,Mar,morning,9,Hell's Kitchen,Bakery,Cranberry Scone,Scone,1,3.25
2023-03-19,Sun,Weekend,Mar,morning,10,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,2.50
2023-03-19,Sun,Weekend,Mar,morning,10,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-03-19,Sun,Weekend,Mar,morning,11,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,5.00
2023-03-19,Sun,Weekend,Mar,morning,11,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-03-19,Sun,Weekend,Mar,afternoon,12,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-03-19,Sun,Weekend,Mar,evening,19,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-03-20,Mon,Weekday,Mar,morning,8,Lower Manhattan,Flavours,Carmel syrup,Regular syrup,2,2.40
2023-03-20,Mon,Weekday,Mar,morning,8,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
2023-03-20,Mon,Weekday,Mar,morning,9,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
2023-03-20,Mon,Weekday,Mar,morning,10,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.50
2023-03-20,Mon,Weekday,Mar,morning,10,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,3.00
2023-03-21,Tue,Weekday,Mar,morning,9,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3.00
2023-03-21,Tue,Weekday,Mar,morning,9,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-03-21,Tue,Weekday,Mar,morning,9,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-03-21,Tue,Weekday,Mar,afternoon,14,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.50
2023-03-21,Tue,Weekday,Mar,evening,17,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-03-21,Tue,Weekday,Mar,evening,17,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
2023-03-22,Wed,Weekday,Mar,morning,6,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.50
2023-03-22,Wed,Weekday,Mar,morning,8,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,9.00
2023-03-22,Wed,Weekday,Mar,morning,9,Lower Manhattan,Coffee,Latte,Barista Espresso,1,7.50
2023-03-22,Wed,Weekday,Mar,afternoon,12,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,6.00
2023-03-22,Wed,Weekday,Mar,afternoon,12,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
2023-03-22,Wed,Weekday,Mar,afternoon,12,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,2.10
2023-03-22,Wed,Weekday,Mar,afternoon,16,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,3.75
2023-03-23,Thu,Weekday,Mar,morning,6,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,2,9.00
2023-03-23,Thu,Weekday,Mar,morning,6,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5.00
2023-03-23,Thu,Weekday,Mar,morning,7,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-03-23,Thu,Weekday,Mar,morning,7,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.50
2023-03-23,Thu,Weekday,Mar,morning,8,Astoria,Coffee,Cappuccino,Barista Espresso,1,7.50
2023-03-23,Thu,Weekday,Mar,morning,9,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.90
2023-03-23,Thu,Weekday,Mar,morning,11,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,2,8.10
2023-03-23,Thu,Weekday,Mar,morning,11,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
2023-03-23,Thu,Weekday,Mar,afternoon,13,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,7.50
2023-03-23,Thu,Weekday,Mar,afternoon,14,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.50
2023-03-23,Thu,Weekday,Mar,afternoon,15,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
2023-03-23,Thu,Weekday,Mar,evening,17,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.90
2023-03-23,Thu,Weekday,Mar,evening,19,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.50
2023-03-23,Thu,Weekday,Mar,evening,19,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-03-24,Fri,Weekday,Mar,morning,6,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.20
2023-03-24,Fri,Weekday,Mar,morning,8,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,1,3.50
2023-03-24,Fri,Weekday,Mar,morning,8,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,2,9.30
2023-03-24,Fri,Weekday,Mar,morning,9,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,1,2.50
2023-03-24,Fri,Weekday,Mar,morning,10,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,4.20
2023-03-24,Fri,Weekday,Mar,afternoon,12,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,1,2.20
2023-03-24,Fri,Weekday,Mar,afternoon,14,Lower Manhattan,Branded,I Need My Bean! Latte cup,Housewares,1,14.00
2023-03-24,Fri,Weekday,Mar,evening,17,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3.00
2023-03-24,Fri,Weekday,Mar,evening,17,Lower Manhattan,Flavours,Carmel syrup,Regular syrup,1,0.80
2023-03-24,Fri,Weekday,Mar,evening,17,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
2023-03-24,Fri,Weekday,Mar,evening,19,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.50
2023-03-25,Sat,Weekend,Mar,morning,7,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,1,3.00
2023-03-25,Sat,Weekend,Mar,morning,7,Lower Manhattan,Bakery,Ginger Scone,Scone,3,8.55
2023-03-25,Sat,Weekend,Mar,morning,8,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8.00
2023-03-25,Sat,Weekend,Mar,morning,11,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
2023-03-25,Sat,Weekend,Mar,afternoon,12,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,6.20
2023-03-25,Sat,Weekend,Mar,afternoon,12,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.50
2023-03-25,Sat,Weekend,Mar,afternoon,13,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3.00
2023-03-25,Sat,Weekend,Mar,afternoon,13,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.50
2023-03-25,Sat,Weekend,Mar,afternoon,15,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,3.50
2023-03-25,Sat,Weekend,Mar,evening,17,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7.00
2023-03-25,Sat,Weekend,Mar,evening,17,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,2.50
2023-03-25,Sat,Weekend,Mar,evening,17,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,1,7.50
2023-03-25,Sat,Weekend,Mar,evening,18,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-03-25,Sat,Weekend,Mar,evening,19,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,2,6.60
2023-03-26,Sun,Weekend,Mar,morning,7,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,1,3.00
2023-03-26,Sun,Weekend,Mar,afternoon,13,Lower Manhattan,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-03-26,Sun,Weekend,Mar,afternoon,15,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,7.50
2023-03-26,Sun,Weekend,Mar,evening,19,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-03-26,Sun,Weekend,Mar,evening,19,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,1,8.50
2023-03-27,Mon,Weekday,Mar,morning,8,Astoria,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-03-27,Mon,Weekday,Mar,morning,10,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea,1,2.50
2023-03-27,Mon,Weekday,Mar,morning,10,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,5.00
2023-03-27,Mon,Weekday,Mar,morning,10,Lower Manhattan,Coffee,Latte,Barista Espresso,1,3.75
2023-03-27,Mon,Weekday,Mar,morning,10,Astoria,Coffee,Latte Rg,Barista Espresso,1,4.25
2023-03-27,Mon,Weekday,Mar,morning,11,Astoria,Bakery,Oatmeal Scone,Scone,1,3.00
2023-03-27,Mon,Weekday,Mar,evening,17,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,1,7.50
2023-03-27,Mon,Weekday,Mar,evening,18,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
2023-03-27,Mon,Weekday,Mar,evening,19,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
